-0.11803	-1.101	1
0.49919	1.2712	1
2.7328	2.5204	1
-0.018556	2.0524	1
3.6976	3.2898	1
-1.358	1.2812	1
4.291	4.2263	1
1.3081	3.3078	1
-2.7527	-1.3351	1
2.2244	-0.87517	1
-2.8544	-2.405	1
1.591	1.069	1
4.8993	3.8451	1
0.71224	0.20457	1
1.8435	2.2475	1
2.1656	2.0929	1
0.35056	3.0799	1
2.4211	0.29875	1
0.3507	0.57676	1
2.5216	1.5452	1
-0.72861	1.4831	1
1.122	1.776	1
0.49677	1.7061	1
-0.34813	-0.042661	1
1.1534	2.2808	1
-1.5525	1.2666	1
-1.8402	-1.7873	1
-1.5172	-1.8432	1
-0.39149	0.16322	1
2.4594	1.0841	1
1.0863	2.6466	1
3.1615	2.0866	1
2.7097	0.71506	1
0.16668	0.54928	1
-1.357	-1.5857	1
1.048	-0.85743	1
0.39758	1.1107	1
3.1202	1.685	1
-0.27072	0.64106	1
3.7359	4.335	1
1.4404	1.2344	1
1.8044	0.71637	1
-0.23848	0.60216	1
-0.75949	0.96591	1
0.69511	1.3371	1
1.0369	0.97224	1
-1.5304	-0.77746	1
1.1913	-0.18238	1
-0.33135	-0.060234	1
1.7298	1.4339	1
2.6909	2.9055	1
-2.2752	-0.17355	1
-0.25682	0.43922	1
0.5305	-0.35842	1
-2.8998	-3.3883	1
-3.4932	-1.8781	1
-1.9333	-1.2318	1
2.5509	2.2287	1
3.8035	-0.17182	1
-0.10486	1.064	1
0.21789	0.8796	1
1.3078	1.088	1
2.4107	1.428	1
2.5239	2.7837	1
5.3404	4.1779	1
1.8189	0.62092	1
-1.023	-0.33351	1
5.016	2.4444	1
-0.72834	-1.1571	1
-0.22107	2.1596	1
2.5713	-0.36452	1
1.304	-0.37355	1
1.1182	4.5001	1
1.0102	1.1294	1
-1.3202	-0.035275	1
-1.2265	1.2683	1
-1.9038	-3.4419	1
2.3092	4.1457	1
-0.55152	1.3344	1
-2.0045	-2.3544	1
1.8254	1.1991	1
0.56011	1.2707	1
-1.2571	-1.6225	1
1.5027	0.5089	1
1.7615	0.8373	1
1.8719	1.3896	1
-0.056655	-0.5447	1
0.38696	1.3655	1
0.25158	0.62253	1
1.2849	2.9731	1
1.8842	0.61499	1
3.8453	4.146	1
-0.06543	0.9855	1
-0.088891	1.1043	1
0.69419	0.67841	1
3.0114	2.2341	1
0.30983	-1.1837	1
2.608	3.5867	1
-0.27414	-0.094897	1
-0.48263	0.52239	1
4.1404	4.055	1
2.4902	1.6699	1
1.9835	1.8692	1
1.0115	0.4457	1
-0.038861	1.8189	1
3.0356	1.1833	1
2.9594	3.9864	1
-2.0517	0.30992	1
-0.99504	1.5745	1
0.3621	0.94484	1
3.5706	4.5807	1
1.6774	1.3741	1
3.2649	2.3054	1
0.0002974	-0.21493	1
1.8264	2.138	1
-0.076511	-0.25321	1
-2.2478	-1.2408	1
1.5331	1.0286	1
1.0676	0.76985	1
-0.31931	-2.6256	1
0.04752	0.060941	1
-0.35003	-2.1053	1
1.9015	2.017	1
-0.80272	0.75335	1
2.0251	0.78308	1
0.49492	1.5563	1
0.59092	1.2797	1
-0.51863	0.0035782	1
-0.44941	2.3006	1
-0.16558	1.2192	1
-0.59296	-0.10215	1
-0.22356	1.0896	1
-0.11207	1.0976	1
-1.6323	1.4196	1
-2.0231	-2.8096	1
-4.4194	-1.6718	1
1.9452	1.8932	1
-0.68828	-1.2928	1
1.3828	-0.88583	1
0.31719	-0.60538	1
2.4512	1.8438	1
1.6571	1.9655	1
3.5627	3.5784	1
1.4125	0.86533	1
1.9335	1.3239	1
0.34402	1.4343	1
-0.58427	1.017	1
-1.9864	0.56106	1
-1.3751	-3.0338	1
4.0497	1.4743	1
-1.2486	-0.12969	1
1.8868	2.9484	1
1.1182	-0.077589	1
2.1941	1.4216	1
0.6124	0.15304	1
0.52589	0.59703	1
2.0913	1.143	1
0.4514	1.6122	1
1.4186	-0.72227	1
3.4541	5.2455	1
2.0723	-0.045683	1
-0.030137	1.6156	1
0.52159	2.1753	1
3.4536	2.4207	1
-2.0907	-0.82819	1
1.5512	0.78803	1
3.6791	3.7996	1
1.0197	1.4269	1
1.3443	1.5277	1
2.6734	3.2255	1
4.997	3.5551	1
2.6544	3.6541	1
0.020041	0.31658	1
1.0098	1.9019	1
-0.18809	0.30696	1
1.0188	1.6774	1
-3.2246	-1.5825	1
-0.74288	0.59824	1
1.9696	1.1047	1
1.828	3.099	1
-1.3052	-0.97271	1
1.887	2.0661	1
1.3478	-0.23447	1
2.8099	3.989	1
1.3463	2.3232	1
-0.63262	-0.47553	1
-0.5532	-1.1797	1
-1.1432	-0.91647	1
1.4132	1.7687	1
2.4647	2.5304	1
0.2632	1.3804	1
0.43951	-0.08558	1
0.049686	0.42021	1
-2.8113	-1.7573	1
-1.1878	-1.2537	1
0.27881	1.5995	1
1.5661	1.8424	1
-0.46197	-0.41313	1
-1.1031	-0.91701	1
-0.91596	-0.31363	1
2.3799	1.0224	1
1.4804	0.16613	1
1.2486	1.0751	1
2.3517	1.3921	1
2.4851	1.6137	1
-0.083637	0.85509	1
-1.9841	1.2752	1
-1.5251	-1.7365	1
2.5603	4.4561	1
1.8155	1.7174	1
-1.4138	-1.4825	1
0.28177	1.3596	1
0.88906	1.4323	1
1.2044	0.43717	1
0.89408	1.0928	1
-0.43937	-1.8104	1
2.9114	-1.0321	1
0.13419	0.81545	1
-0.64448	-1.4948	1
-2.397	-0.44515	1
-1.2095	0.30536	1
5.7745	5.4975	1
-0.034447	1.1444	1
3.5696	3.709	1
0.098092	0.04005	1
2.7701	5.0729	1
-0.029423	0.65944	1
-0.23151	0.69485	1
1.6141	3.1129	1
1.2764	-0.16276	1
2.2027	5.7155	1
0.12601	-1.1526	1
1.9671	3.487	1
-0.21209	1.9161	1
2.4283	1.0903	1
2.149	-0.77923	1
1.5141	0.16294	1
-0.83105	-0.014098	1
-1.858	-0.3053	1
-0.039634	0.71461	1
1.2151	0.53561	1
-1.6618	-0.84983	1
1.889	3.9035	1
3.7931	3.4166	1
0.18528	0.18457	1
0.7486	0.85667	1
-0.78236	1.0473	1
0.89863	0.5225	1
-0.52749	1.0619	1
2.7906	1.157	1
2.3338	0.97142	1
1.4036	0.23539	1
0.51124	-1.6706	1
3.8243	4.7278	1
-2.7377	0.10809	1
1.6101	0.52252	1
2.1632	2.4562	1
1.0788	2.8014	1
3.2907	1.4231	1
-0.35611	-1.167	1
1.1052	0.53522	1
3.3642	3.8365	1
-0.55112	0.33544	1
3.1825	2.2484	1
